word,creole_word,creole_name
to practice obeah or witchcraft,"gajé,jan gajé,jan gajé,divinè,gadè,gajé,maji nwè,tjenbwatè,vyé lam",St. Lucia
"to pour concrete, to lay concrete, to pave",masonnen,St. Lucia
to pour,vidé,St. Lucia
"to postpone, to adjourn (court)","anvoyé,anvowé",St. Lucia
"to post, to mail",pòsté,St. Lucia
"to possess, to have",posédé,St. Lucia
"to poke, to jab","djouké,tjoké",St. Lucia
"to poke, to jab","tjoké,djouké",St. Lucia
to poison,pwézonnen,St. Lucia
to pluck,plimen,St. Lucia
"to please,opp","plè,satisfè,déplè,désatisfè",St. Lucia
"to play,to gamble,to enjoy,game","jwé,jwé an fidji",St. Lucia
to play marbles,"tèk,zing",St. Lucia
to play marbles,"zing,tèk",St. Lucia
"to plant, to grow (plants),opp","planté,wékòlté,planté bannann,lablanni a tè",St. Lucia
to plane,galé,St. Lucia
"to pitch, to tar",goudonnen,St. Lucia
to pinch,"penchen,penchennen",St. Lucia
to pin,taché,St. Lucia
to pierce,"pèsé,kwévé",St. Lucia
"to pick up, to gather","anmasé,hédi,hédi",St. Lucia
to pick,tjouwi,St. Lucia
to persecute,"pèsikité,pèwsikité",St. Lucia
"to permit, to allow","pèwmité,pèmité,ba,ba,ban,kité,kité",St. Lucia
"to perish,opp","péwi,viv,viv",St. Lucia
to perceive,apèsivwè,St. Lucia
"to peel (bananas, plantain)","kalé,gwennen",St. Lucia
"to peel (bananas, plaintain), to shell (peas)","gwennen,kalé",St. Lucia
to peck,bèkté,St. Lucia
to pay,péyé,St. Lucia
to pave with asphalt,pitj,St. Lucia
"to patch,patched",pyèsté,St. Lucia
to participate,"patisipé,pwan pa",St. Lucia
"to paint,to use a lot of makeup",pentiwé,St. Lucia
to owe,dwé,St. Lucia
"to overturn, to capsize,opp","chaviwé,chaviyé,maté,déchaviwé,dématé",St. Lucia
"to overstay, to delay",mizé,St. Lucia
to overflow,"débòdé,débondé",St. Lucia
"to overdo, to pour on, to bathe in",béwé,St. Lucia
to organize,ògannizé,St. Lucia
to offer,ofè,St. Lucia
"to offend,offended",ofwansé,St. Lucia
to observe,"òbzòvé,èkzòvé",St. Lucia
"to obey,opp","obéyi,dézobéyi",St. Lucia
"to nurse, to suck, to suckle,breast",tété,St. Lucia
to neglect,néglijé,St. Lucia
"to need,need","bizwen,bouzen,bouzwen,bwizen,labizwen,ni bizwen,labizwen,fè bizwen,alé an pwévit,ni bizwen,bizwen",St. Lucia
"to nauseate, to upset,nauseated, queasy, upset","boulvèsé,malotjè,sivotjé,sivotjé,malotjè",St. Lucia
"to nail,opp","klouwé,déklouwé",St. Lucia
to murmur,mimiwé,St. Lucia
to mumble,manmoté,St. Lucia
"to multiply, to reproduce","miltipyé,pléplé",St. Lucia
"to move over, to make room","tjilé,fè lè,vansé",St. Lucia
"to move over, to make room","vansé,fè lè,tjilé",St. Lucia
to mock,"motjé,pwan sèvi papicho",St. Lucia
"to moan, to groan",plenn,St. Lucia
"to mingle, to get entangled, to get involved (with)","fofilé,antanmé,antanmé",St. Lucia
to mention,mansyonnen,St. Lucia
to meet,kontwé,St. Lucia
to meditate,mèdité,St. Lucia
"to meddle with, to get entangled with or in","antanmé,fofilé,fofilé",St. Lucia
to measure,miziwé,St. Lucia
"to match, to go together, to mesh","tèl,tèl tèl,tèl kon,tèl tèl,tèl",St. Lucia
to marry,mayé,St. Lucia
"to mark, to write,to heed, to take note of, to pay attention to",matjé,St. Lucia
to mar,déglizé,St. Lucia
to manage,mennajé,St. Lucia
"to make, to render",wann,St. Lucia
"to make an edge jagged, to form notches, teeth, or ragged edges,jagged; having notches, teeth, or ragged edges",danklé,St. Lucia
"to make a squeaking, grinding, or cracking noise","kwatjé,kwatjé dan",St. Lucia
to make a mess of oneself while eating,babouyé,St. Lucia
"to make a deposit, to put down a deposit",dépozé,St. Lucia
"to lower on a rope,opp","filé,lévé,filé zédjwi",St. Lucia
"to lose sight of,opp","koulé,dékouvè,dékouvè",St. Lucia
"to lose a hem,opp","déwoulé,woulé",St. Lucia
"to look, to look at","gadé,ga,gadé an mitan zyé,gadé apwé,otjipé,otjipé,pwan ka,gadé kon,sanm,gadé pou,chaché,gadé pou kò,pa gadé",St. Lucia
to look in the mirror,miwé,St. Lucia
to look for,"chaché,aché,chaché pou,gadé pou,chaché pou,chaché",St. Lucia
"to lodge someone, to put someone up",lòjé,St. Lucia
"to load (normally with animals),opp","baté,chajé,débaté",St. Lucia
to listen (to),kouté,St. Lucia
to line up people or things,aliyé,St. Lucia
to limp,bwété,St. Lucia
"to limit,limited",limité,St. Lucia
"to like, to love,opp","enmen,kontan,kontan,hayi",St. Lucia
"to light, to ignite",limen,St. Lucia
to lie,"manti,tiwé mansonj",St. Lucia
to lick,niché,St. Lucia
to liberate,libéwé,St. Lucia
"to leave, to depart,opp,to allow, to let, to permit","kité,wivé,pati,ba,pèwmité",St. Lucia
to learn,apwann,St. Lucia
"to lean, to rest (on), to depend on, to rely on",apiyé,St. Lucia
"to lead, to control, to rule, to reign,to drive","kondwi,diwèkté,djidé,drayv,gouvèné,drayv",St. Lucia
to lay (eggs),ponn,St. Lucia
"to laugh,to laugh at",wi,St. Lucia
to last,diwé,St. Lucia
"to lack, to need,to miss,almost, nearly",mantjé,St. Lucia
"to know,to find out","konnèt,fè konnèt",St. Lucia
to know,"sav,fè sav,enfòmé,souflé,souflé",St. Lucia
"to knit, to weave",twésé,St. Lucia
to kneel,ajounou,St. Lucia
to knead,pentwi,St. Lucia
"to kiss,kiss",bo,St. Lucia
"to keep,to hold, to keep",tjenn,St. Lucia
"to keep quiet, to shut (ones' mouth)","pé,Pé la!",St. Lucia
"to justify, to clear",jistifyé,St. Lucia
"to jump,to cut the top of something off,to be surprised, to be startled,surprised, startled, amazed","soté,bédji,étonnen,sézi,sipwi,fè soté,soté anlè,fonsé anlè",St. Lucia
"to jump over,to give a shooting pain (associated with a sore or a swollen gland)","lansé,janbé,janbé",St. Lucia
to jump back over (in order to remove a jinx),déjanbé,St. Lucia
to judge,jijé,St. Lucia
"to joke, to share jokes, to chat",bladjé,St. Lucia
"to join, to bring together",ajouté,St. Lucia
"to jabber, to talk nonsense,nearing death, obeah person tells all of his wicked acts",dépalé,St. Lucia
to invite,envité,St. Lucia
to insult,ensilté,St. Lucia
"to injure, to wound",blésé,St. Lucia
to inherit,"éwityé,iwityé",St. Lucia
to inform,"enfòmé,fè sav,souflé,souflé",St. Lucia
"to increase,opp","ogoumanté,gwandi,étwési,mègwési",St. Lucia
to imprison,anpwizonnen,St. Lucia
"to husk,to skin, to scrape, to abrade,to spank, to beat","pliché,bat,bay kou,bay volé,gwiji,koupé fès,lapidé,pété kò,gwiji",St. Lucia
"to hurl, to throw something in anger",fléché,St. Lucia
to hunt or fish by torch light,flanboté,St. Lucia
to hunt,chasé,St. Lucia
"to humble, to submit","abésé,simèt",St. Lucia
"to hook, to latch,opp","tjatjé,détjatjé",St. Lucia
"to hook (a fish, etc.), to join, to hitch,to skin (a type of fish without scales)",kòché,St. Lucia
"to honour,opp","onnowé,dézonnowé",St. Lucia
"to hold,to catch","tjenbé,tjébé",St. Lucia
"to hold, to have, to give (a party), to celebrate",fété,St. Lucia
"to hit, to strike,to beat, to spank,to beat, to win, to defeat, to surpass,opp","bat,bay kou,bay volé,fouté,fwapé,koupé fès,lapidé,fouté,fwapé,bay kou,bay volé,lapidé,pété kò,pliché,pèd,ganyen",St. Lucia
"to hit, to strike, to knock,to knock on, to rap on","konyen,konwen",St. Lucia
"to hit, to strike","fouté,bat,bay on so,fésé,fwapé,bat,fwapé,fouté a tè,fésé,jété",St. Lucia
"to hit, to strike","fwapé,bat,bat,fouté,fouté",St. Lucia
to hiss,sit,St. Lucia
"to hinder, to block, to be in the way, to keep someone away from something,opp","jennen,débawé,débouché,déjennen",St. Lucia
to hide,"séwé,mété ankachèt",St. Lucia
to help,"édé,endé,asisté",St. Lucia
to heat up,"chofé,chofé difé",St. Lucia
to hear,"tann,alò",St. Lucia
to heap up soil around a plant,bouwé,St. Lucia
"to heal, to cure",djéwi,St. Lucia
"to have,to be (a certain age)","ni,ni pou,oblijé,oblijé,sé fo,sé pou",St. Lucia
"to have undue pride, to be full of oneself",kwè,St. Lucia
"to have sex, to be sexually active","fwékanté,fè vis,kouché,kouché,pwan,pwan",St. Lucia
to have communion,konminyé,St. Lucia
"to hate,opp","hayi,enmen,kontan,kontan",St. Lucia
to hatch,éklò,St. Lucia
to harpoon,vawé,St. Lucia
"to harden, to cake",kandi,St. Lucia
"to happen, to take place,to be born","fèt,pwan kou,pwan plas",St. Lucia
"to hang, to dangle, to suspend",sispann,St. Lucia
"to hand over, to turn over (to)",livwé,St. Lucia
to guide,"djidé,diwèkté,kondwi",St. Lucia
"to grumble, to gripe, to complain",bougonnen,St. Lucia
to growl,gwondé,St. Lucia
"to grow,opp","pwofité,pofité,étwési",St. Lucia
"to grind, to pound",pilé,St. Lucia
"to grin, to smile,to grimace","gwiyen,fè jès,fè maji,fè jès,fè maji",St. Lucia
"to grill, to parch","gwiyé,bwa gwiyé",St. Lucia
"to grate,grated",gwajé,St. Lucia
"to grate something improperly, in big chunks",wapé,St. Lucia
"to grant, to accord,to pack the wood evenly in making a coal pit",akòdé,St. Lucia
"to graft,grafted,having an extra finger or toe",magoté,St. Lucia
to grab,"hapé,hédi,hédi",St. Lucia
to grab,kaponnen,St. Lucia
to govern,"gouvèné,kondwi",St. Lucia
"to go out,opp,to come from","sòti,sòt,antwé,fè an sòti",St. Lucia
to go flying,"vòltijé,pwan lavòl",St. Lucia
to go back on one's word,dédi,St. Lucia
"to go away,to die",foukan,St. Lucia
"to go (to),opp","alé,ay,vini,viwé,witounen,witounen",St. Lucia
"to go (down),opp","désann,mouté,mouté",St. Lucia
"to glorify, to praise",glowifyé,St. Lucia
"to give,to let, to allow, to permit,for","ban,ba,bay,kité,pèwmité",St. Lucia
"to give,to allow, to permit, to let,for","ba,ban,bay,kité,pèwmité,kité,pèwmité",St. Lucia
"to give,for, on the behalf of","bay,ba,ban,bay asou,bay on so,fésé,fouté,jété,maté,bay tété",St. Lucia
"to give chills, shivers",twisayé,St. Lucia
"to give birth,to birth",akouché,St. Lucia
to give birth (in reference to animals),mètba,St. Lucia
to give a potion,chamé,St. Lucia
"to get smaller, to get thinner, to shrink,opp","mègwési,gwandi,gwandi,gwosi,ogoumanté",St. Lucia
"to get out of the way,opp","déjennen,débawé,jennen",St. Lucia
"to get bigger, to increase (used of animate objects),opp","gwosi,?angwosi,mègwési",St. Lucia
"to get along with,to deal with","aji,dakò,dakò",St. Lucia
to gather,"sanblé,jwenn",St. Lucia
to gasp for air,"ésouflé,wisouflé",St. Lucia
to gasp for air,wisouflé,St. Lucia
to gargle,gagawouzé,St. Lucia
"to gape, to eavesdrop, to listen intently with a blank stare","gobé,gòbé,bwè,bwè",St. Lucia
"to gallop, to trot",galopé,St. Lucia
to furnish,mèblé,St. Lucia
"to fry,fried",fwi,St. Lucia
"to freeload, to expect something that you have not been invited to take",djété,St. Lucia
to form pus,pòstimé,St. Lucia
to form,fòmé,St. Lucia
"to forgive, to pardon",pawdonnen,St. Lucia
"to forget,opp","obliyé,bliyé,chonjé,waplé",St. Lucia
to force,"fòsé,oblijé,oblijé",St. Lucia
"to forbid, to prohibit","défann,enpozé",St. Lucia
to forbid,"enpozé,anpozé,défann",St. Lucia
"to fool, to deceive, to trick","kwennen,kiyennen,kwiyennen",St. Lucia
to follow,swiv,St. Lucia
"to foam, to froth",tjimé,St. Lucia
"to fly,to blow away,to cut off","volé,pété kò,bay volé,bat,bat,bay kou,koupé fès,koupé latjé,lapidé,pété kò,pliché,wizé",St. Lucia
to flower,"fléwi,fléwi Nwèl",St. Lucia
"to floor, to put flooring (in a house),floor",planché,St. Lucia
"to float,opp","floté,koulé,koulé",St. Lucia
"to flatter,to coax, to cajole","flaté,anmiyonnen,anmiyonnen",St. Lucia
"to fix up, to dress up (one's appearance)","ganmé,wanjé",St. Lucia
"to fix (in reference to eyes, mind), to direct steadily",fiksé,St. Lucia
to fish,péché,St. Lucia
"to fight,fight",goumen,St. Lucia
"to feel,to smell,to stink",santi,St. Lucia
"to feed, to take care of by feeding","swen,nouwi",St. Lucia
to feed,"nouwi,swen,mal nouwi",St. Lucia
"to fear, to be afraid","pè,ni kwentif,ni lapè,ni pèwèz",St. Lucia
to fast,"fas,fè ajen,wèsté san manjé",St. Lucia
"to fall into disarray, disorder",délabwé,St. Lucia
to fall,"tonbé,pwan so",St. Lucia
"to extinguish, to put out (a fire),to die, to pass away, to expire","étenn,koupé ba",St. Lucia
"to expose,to lay out a corpse for viewing",èspozé,St. Lucia
"to explain, to interpret, to decipher","déchifwé,entépwé,èspityé,èspliké",St. Lucia
to explain,"èspliké,èspityé,déchifwé",St. Lucia
to experience,èspéyansé,St. Lucia
to exist,ègzisté,St. Lucia
to excuse,èskizé,St. Lucia
"to exchange, to trade",boukanté,St. Lucia
to exceed,dépasé,St. Lucia
to examine,ègzanminé,St. Lucia
to exalt,magnifyé,St. Lucia
to estimate,èstimé,St. Lucia
"to establish, to start,to get established, to get started",établi,St. Lucia
"to escape,to rescue, to save,to come","chapé,vini,vini,chapé kò,bay pyé,bwennen kò,chapé pyé,fè pyé,fè vit,chapé pyé,bwennen kò,chapé kò,fè pyé,fè vit",St. Lucia
to erase,éfasi,St. Lucia
"to enjoy,to rape","jwi,anvyolé,anvyolé",St. Lucia
"to enjoy (oneself, with dance, drink, etc.)",gawoulé,St. Lucia
"to encourage,opp","ankouwajé,enkouwajé,onkouwajé,dékouwajé,dékouwajé",St. Lucia
"to encourage, to foster, to help, to meddle, to abet",soutiwé,St. Lucia
to employ,"anployé,anplowé",St. Lucia
to embrace,anbwasé,St. Lucia
"to embarrass, to shame","tjipi,fè afon,fè hont,jawé",St. Lucia
"to educate,educated",endiké,St. Lucia
"to eat,food","manjé,manhé,dévowé,gwo manjé,vivtè",St. Lucia
to eat lunch,"déjnen,déjlen",St. Lucia
"to eat fast, to bolt one's food","bouwé,bouwé anlè,ataké,blotjé anlè",St. Lucia
"to dye,opp","tenn,détenn",St. Lucia
to dust,swiyé lapousyè asou,St. Lucia
"to dull, to take edge or point off,opp,dull, not sharp","défilé,tjwé,filé,tjwé,mò",St. Lucia
"to dry, to wipe","swiyé,souyé",St. Lucia
to drown,néyé,St. Lucia
"to drop,to drop off, to let off,to let loose, to let go, to release,to dismiss, to fire (from job),loose,opp","ladjé,mété,ladjé asou,séwé,séwé",St. Lucia
"to drizzle, to rain lightly",fifiné,St. Lucia
"to drivel, to slobber",bavé,St. Lucia
to drive,"drayv,kondwi,kondwi",St. Lucia
"to drip, to drop",dégouté,St. Lucia
"to drink,to drink alcohol,to take in completely what a person is saying, to eavesdrop,liquor, alcoholic drink","bwè,bwason,gobé,gòg,gobé,bwason,gòg",St. Lucia
"to dress,opp","abiyé,dézabiyé",St. Lucia
"to dress, to tend (a sore or a wound)",pansé,St. Lucia
to dream,wévé,St. Lucia
to drag,twennen,St. Lucia
to double,doublé,St. Lucia
"to dock, to land","kòsté,échwé",St. Lucia
"to do,to make,to cause (something to happen), to force, to make (someone do something),to fit","fè,fè majòl",St. Lucia
to do obeah on,pyay,St. Lucia
to do as one likes,pwan chimen,St. Lucia
to divorce,dévosé,St. Lucia
"to divine, to practice divination, to supernaturally foretell the future or discern hidden facts",diviné,St. Lucia
"to divide, to separate,to share",sépawé,St. Lucia
to dive,plonjé,St. Lucia
"to distrust, to mistrust,opp","défyé,fyé,konfyé",St. Lucia
to dissuade,dékonséyé,St. Lucia
to disrespect,déwèspèkté,St. Lucia
"to displease,opp","déplè,désatisfè,plè",St. Lucia
"to displace, to move",déplasé,St. Lucia
"to disobey,opp","dézobéyi,obéyi",St. Lucia
"to dislike, to be disgusted with or by",dégouté,St. Lucia
"to dishonour,opp","dézonnowé,onnowé",St. Lucia
"to discuss, to argue","dispité,dispityé",St. Lucia
to discuss,diskité,St. Lucia
"to disarrange, to put in disarray, to mess up,out of place (in reference to internal organs)","déwanjé,dékalé,kwazé,dékalé,kwazé",St. Lucia
"to disappoint,disappointed",dézapwenté,St. Lucia
"to disappear,opp","dispawèt,pawèt",St. Lucia
to direct,"diwèkté,djidé,kondwi",St. Lucia
to dip,sosé,St. Lucia
to diminish,diminwé,St. Lucia
"to dig,to stuff, to put, to push (something into something)","fouyé,fouyé dèyè",St. Lucia
to die,"twépasé,koupé ba",St. Lucia
"to devour, to eat","dévowé,manjé",St. Lucia
to develop,dévlopé,St. Lucia
"to destroy, to crush,to mess up, to disarrange","kwazé,dékalé,détwi,déwanjé,détwi,déwanjé,fè kwazé bwa,chaché,fè fann kann,fè kwazé wazyé,fè pwan an bwa,fè pwan lavòl,kouwi dèyè,fè kwazé wazyé,chaché,fè fann kann,fè kwazé bwa,fè pwan lavòl,kouwi dèyè,kwazé bwa,fann kann,fè djip,fè lapousyè,fè lapousyè,fè zéklè,kwazé wazyé,pwan an bwa,pwan lavòl,kwazé bwizé,kwazé wazyé,fann kann,fè lapousyè,fè zéklè,kwazé bwa,pwan an bwa,pwan lavòl",St. Lucia
to destroy,"détwi,kwazé,kwazé",St. Lucia
"to deserve,to need, to lack",méwité,St. Lucia
to desecrate,désakwé,St. Lucia
to deport,dépòté,St. Lucia
"to depend, to rely",dépan,St. Lucia
"to depart, to leave,opp","pati,kité,kité,wivé,wivé",St. Lucia
"to dent,dented","anfonsé,fonsé,kabosé,kabosé",St. Lucia
"to dent,dented","kabosé,anfonsé,anfonsé",St. Lucia
to deliver,délivwé,St. Lucia
"to delay, to make late,late, delayed",tadé,St. Lucia
"to defame, to slander","mépwizé,chayé pawòl,dékwiyé,nwèsi non,sali non",St. Lucia
"to dedicate,dedicated, committed",dèdiké,St. Lucia
to decorate,dékowé,St. Lucia
to declare,"déklawé,déklawé asou",St. Lucia
to decide,"désidé,fè lidé",St. Lucia
"to dawdle, to stall, to delay, to waste time","kòlonng,fè kòlonng,fè kakòl,kalandjé,lou,fè kakòl,kalandjé,ni kòlonng",St. Lucia
to dawdle,"kalandjé,fè kakòl,fè kòlonng,fè kòlonng,lou",St. Lucia
"to dance,dance","dansé,bal",St. Lucia
"to damn, to condemn,opp,damned, condemned","danné,sové,kondanné",St. Lucia
to damage,donmajé,St. Lucia
"to cut,to cure, to stop,to cut in front of, to jump the line, to break in line,to interrupt","koupé,èstopyé,koupé dlo,siyé dlo,koupé douvan,koupé fès,bat,bay kou,bay volé,koupé latjé,lapidé,pété kò,pliché,wizé,koupé kou,koupé latjé,koupé latjé,bay kou,bay volé,koupé fès,koupé kou,pété kò",St. Lucia
"to cut up, to cut in parts",dékatjé,St. Lucia
to cut evenly,tonsé,St. Lucia
to cut (brush),sèpé,St. Lucia
"to cut (bananas, etc.) into hands",dépaté,St. Lucia
to cut,"èstopyé,koupé",St. Lucia
"to curse, to use foul language",jiwé,St. Lucia
"to curse, to put a curse on",modi,St. Lucia
"to cuckold, to be unfaithful to one's husband",kòné,St. Lucia
"to cry, to weep",pléwé,St. Lucia
to crush,migannen,St. Lucia
"to crumple, to wrinkle, to rumple",chifonnen,St. Lucia
"to crumple up, to rumple, to dishevel, to disarrange",plotonnen,St. Lucia
to crucify,"kwisifyé,kwisifé",St. Lucia
to crown,kouwonné,St. Lucia
to crowd,konblé,St. Lucia
to crowd,kwensté,St. Lucia
"to cross, to traverse",twavèsé,St. Lucia
"to cross over, to jump over, to straddle","janbé,lansé,lansé",St. Lucia
to cross (arms),kwazé,St. Lucia
to criticize,kwititjé,St. Lucia
to create,kwéyé,St. Lucia
"to cover,opp","kouvè,dékouvè,kouvè a tè-a",St. Lucia
to count,konté,St. Lucia
to cough,"tousé,tousé bouch,tousé fidjay,tousé fidjay,tousé bouch,tousé né",St. Lucia
to cost,kouté,St. Lucia
to correct,kowijé,St. Lucia
"to cool, to freshen, to refresh,a cooling using bush medicine","afwéchi,wéfwéchi",St. Lucia
"to cool off, to allow one's anger to abate",défaché,St. Lucia
to cook,tjwit,St. Lucia
to control,kontwolé,St. Lucia
"to contradict, to refute, to prove wrong or false",démanti,St. Lucia
"to continue, to persist","kontiné,kontwiné",St. Lucia
to consume,konsonmé,St. Lucia
to consult,konsilté,St. Lucia
"to constipate, to make constipated,constipated",konstipé,St. Lucia
to console,konsolé,St. Lucia
to consider,konsidiwé,St. Lucia
to confess,konfésé,St. Lucia
"to condemn, to sentence, to fine, to convict","kondanné,danné",St. Lucia
"to concern,about, concerning","konsèné,asou,asou",St. Lucia
to compose,konpozé,St. Lucia
to compliment,konplimanté,St. Lucia
"to compel, to force,to be obligated, to have to","oblijé,fòsé,ni pou,fòsé,ni pou,sé fo,sé pou",St. Lucia
to communicate,konminiké,St. Lucia
to commit,konmi,St. Lucia
"to command, to order","konmandé,koumandé",St. Lucia
to comfort,konfòté,St. Lucia
to come up with,anjandwé,St. Lucia
"to come (near), to approach",bòdé,St. Lucia
to comb,penyen,St. Lucia
"to coax, to cajole","anmiyonnen,flaté,flaté",St. Lucia
"to clot, to congeal, to curdle,curds",kayé,St. Lucia
"to close, to shut,opp","fèmé,ouvè,ouvè",St. Lucia
"to cling, to twine, to wrap around (in reference to vines)",wanmé,St. Lucia
"to clear,to help someone get rid of something",débawasé,St. Lucia
"to clean, to scrub","tjiwé,tjiwé dan",St. Lucia
"to claw, to scratch",gwafiyen,St. Lucia
to claim,éklanmé,St. Lucia
"to christen, to name","lonmen,nonmen,bay non",St. Lucia
"to chop, to cut something with a cutlass or an ax","haché,waché",St. Lucia
to choose,"chwazi,chwézi,swazi,swézi",St. Lucia
"to choke, to strangle","twanglé,tanglé",St. Lucia
"to chip (rock, wood, etc.)",dégòbé,St. Lucia
"to chip (in reference to marbles, tops)",gòbé,St. Lucia
to chew a cud,wipasé,St. Lucia
"to cherish,sweetheart, darling, loved one","chéwi,doudou,doudou",St. Lucia
"to check, to test (with a stethoscope, or otherwise by listening)",sondé,St. Lucia
"to chat,chat","kozé,diskasyon",St. Lucia
to chase away,"chaché,chaché alé,fè fann kann,fè kwazé bwa,fè kwazé wazyé,fè pwan an bwa,fè pwan lavòl,kouwi dèyè,chaché alé,chaché,chaché kont,anbété,anmèwdé,annèwvé,chagwinen",St. Lucia
to change,chanjé,St. Lucia
"to chain,opp","anchenné,déchenné",St. Lucia
"to cement, to bind",simanté,St. Lucia
to celebrate,"bwiyé,fè lafèt,sélébwé,wiboté",St. Lucia
to celebrate,"sélébwé,bwiyé,fè lafèt,wiboté",St. Lucia
to celebrate,"wiboté,bwiyé,fè lafèt,sélébwé",St. Lucia
"to cave in, to collapse, to sink,caved in","anfondwé,ofondwé",St. Lucia
"to cause, to make,fault",annékòz,St. Lucia
to catch,pawé,St. Lucia
to castrate,chatwé,St. Lucia
"to carry, to bring,to bear,to wear,calving, birth of a calf","pòté,chayé,mennen fwi,chayé,mennen fwi,pòté pawòl,chayé pawòl",St. Lucia
to carry,"chayé,pòté,pòté,chayé pawòl,mal palé,mépwizé,pòté pawòl",St. Lucia
to caress,"doloté,kawésé,niché",St. Lucia
to caress,"kawésé,doloté,niché",St. Lucia
to caress,"niché,doloté,kawésé",St. Lucia
"to card, to comb (cotton)",pifwé,St. Lucia
to cancel a bet,dépayé,St. Lucia
"to call loudly, to shout, to yell, to scream","andjélé,anndjélé,fè kwi,hélé,kwiyé",St. Lucia
"to call loudly, to shout, to yell, to scream","hélé,andjélé,fè kwi,kwiyé,hélé dèyè",St. Lucia
"to call loudly, to shout, to yell","kwiyé,kouyé,andjélé,fè kwi,hélé,kwiyé anlè,kwiyé asou",St. Lucia
to buzz,vonvonné,St. Lucia
"to buy, to purchase,to win, to defeat, to conquer","ganyen,genyen,achté,bat,achté,ganyen a bout",St. Lucia
"to buy, to purchase,opp","achté,ganyen,ganyen,vann,vann",St. Lucia
"to button,opp","boutonnen,déboutonnen",St. Lucia
to butcher,débité,St. Lucia
to bury,téwé,St. Lucia
"to burst, to pierce, to puncture, to stab,to develop a hole,to fall, to pour (in reference to rain)","kwévé,pèsé,pitjé",St. Lucia
"to burn, to burn down,to cause envy, to make jealous,burnt, burnt down",bwilé,St. Lucia
to build,bati,St. Lucia
to bud,boujonnen,St. Lucia
to buckle (something on an animal),sanglé,St. Lucia
to buckle,bouklé,St. Lucia
to brush,bosé,St. Lucia
"to bring, to take,to buffet,to treat roughly, to mistreat, to ill-treat, to abuse,to wear down, to cause to lose weight and strength","mennen,mal mennen,mennen fwi,pòté,pòté",St. Lucia
to bridle,"bwidé,bwidé domino",St. Lucia
"to break,to break into,to hit one marble with another","kasé,kasé bwa an zòwèy,kasé kanmawad,tiwé non an liv,kasé wen",St. Lucia
"to break, to burst,to break wind, to pass gas","pété,laché van,laché van,pété an wi,pété kò,bat,bay kou,bay volé,koupé fès,koupé latjé,pliché,volé",St. Lucia
"to break open or remove shell,to beat severely,to mess up (hair)","dékalé,déwanjé,déwanjé,kwazé",St. Lucia
to bray,hanni,St. Lucia
"to braid, to weave, to plait",naté,St. Lucia
"to brag, to boast,to talk a lot, carelessly, thoughtlessly; to chatter, to blab","bavadé,palé vanta,palé vanta",St. Lucia
to brace,akowé,St. Lucia
"to botch, to bungle, to mess up, to do a job half-way","blotjé,blotjé anlè,ataké,bouwé anlè",St. Lucia
"to borrow,to lend, to loan",pwété,St. Lucia
"to boil, to cook,to stir, to swirl, to splash,to be angry,to growl, to rumble (used of stomach)",bouwi,St. Lucia
"to blow,to whistle, to blow (a whistle, flute, horn, etc.),to whisper,to notify, to inform","souflé,enfòmé,fè sav,enfòmé,fè sav",St. Lucia
to blow a conch shell as a horn,kòné,St. Lucia
to blow (one's nose),"mouché,mouchwé",St. Lucia
to blow,vanté,St. Lucia
"to blister, to cause welts to rise",loupé,St. Lucia
"to blind (temporarily), to dazzle",vèglé,St. Lucia
"to bless,blessed",benni,St. Lucia
"to bleed,to kill",senyen,St. Lucia
"to bleach, to whiten","blanchi,lablanni",St. Lucia
"to bleach, to whiten","lablanni,blanchi,lablanni a tè,planté bannann",St. Lucia
to blame,"blanmé,bay tò",St. Lucia
"to blacken, to darken","nwèsi,nwèsi non,dékwiyé,mépwizé,sali non",St. Lucia
to bite,"mòdé,mòdé anlè,mòdé lanng",St. Lucia
to bewitch,mafwézé,St. Lucia
to betray,twayi,St. Lucia
"to bet, to gamble",payé,St. Lucia
"to benefit, to gain","sinifyé,bennéfis,bennéfis",St. Lucia
"to bend, to flex, to fold",pliyé,St. Lucia
"to bend, to bend over, to cause to bend, to lean",panché,St. Lucia
"to bellow, to wail","wonklé,?wouklé",St. Lucia
"to believe, to think","kwè,kwèyè,ni lidé",St. Lucia
to belch,oté,St. Lucia
"to behave, to bear up, to conduct oneself, to get along",konpòté,St. Lucia
"to beg, to plead",plédé,St. Lucia
to become dry,chéché,St. Lucia
"to become discouraged, downcast","dékonpòté,dékouwajé,dékouwajé",St. Lucia
to beat up,"asasiné,ansasiné,ansaziné",St. Lucia
"to beach, to wash up on shore, to land a boat","échwé,kòsté",St. Lucia
to be worth,"vo,vo valè,vo valè,vo",St. Lucia
"to be loose, to shake (in reference to tooth)",loché,St. Lucia
"to be bounded by, to have a boundary, to border (on), to adjoin, to lie next to",bòné,St. Lucia
to be accustomed,abitwé,St. Lucia
to be,"sé,yé",St. Lucia
"to bathe,to have an abundance, to have a lot of something, to be full of",benyen,St. Lucia
to bark,hapé,St. Lucia
to baptize,batizé,St. Lucia
"to bandage, to tie, to bind",bandé,St. Lucia
"to balance,to swing",balansé,St. Lucia
"to avenge, to get back at, to get even with, to defeat",wonpi,St. Lucia
"to avenge, to get back at, to get even with",wimèt,St. Lucia
to attract,anmennen,St. Lucia
"to attend, to be present at","atandé,asisté",St. Lucia
