word,creole_word,creole_name
a person who has money and style, frush,Nigeria
1-to have sex 2-to dissappoint, fuck,Nigeria
1) To disappiont, fuck up,Nigeria
1. To disappoint, fuckonso,Nigeria
Someone or something fakeImitation of a thingwanna beunreal, fugazzy,Nigeria
Plenty, full ground,Nigeria
Doing well, full ground remain,Nigeria
Garri, g4,Nigeria
Dress up nicely, gaj,Nigeria
working around with no cause, galavant,Nigeria
pot holes in the road, gallop,Nigeria
"A word of yoruba origin meaning ""Big time""", gan,Nigeria
A strong-smelling plant from whose dried leaves a number of euphoriant and hallucinogenic drugs a..., ganja,Nigeria
Showing offdrawing attention to yourself, gara gara,Nigeria
"Clothes
From ""garments""", garm,Nigeria
"Means ""clothes"" and it is a shortened form of ""garments"". Started being used by edgy teens in sec...", garms,Nigeria
dried cassava flour. This is a staple food in Nigeria, garri,Nigeria
Gas which means to happen is commonly used in a phrase with 'yawa'as in 'yawa gas'. , gas,Nigeria
Someone that is payed to stand at the gate of a house to let people in and out. A guard., gate man,Nigeria
Got to / Have to, gats,Nigeria
means: do you understand?, gbab,Nigeria
To really like or enjoy., gbadun,Nigeria
To escape or run away from something or someone., gbaga.,Nigeria
"refers to fight,crisis frequently used in warri", gbagae,Nigeria
To make and error while speaking. , gbagaun,Nigeria
Forget about that, gbagbe isele,Nigeria
means yes or forget, gbagbeski,Nigeria
Cheap price, gbanjo,Nigeria
CuteFineWell aranged, gbaski,Nigeria
sometimes used to refer to a yoruba person, gbati gbati,Nigeria
Carry Your Body, gbe bodie,Nigeria
Party, gbedu,Nigeria
An expression used when in trouble. Origins are possibly from the Niger-Delta area., gbege,Nigeria
to put another person in trouble, gbese,Nigeria
Abge, gbge,Nigeria
The sounds punches make, gbo gbo,Nigeria
a mans\' penis., gbola,Nigeria
It means big dick, gbolaa,Nigeria
A deafening slap, gbolalaa,Nigeria
" destroyedgone badspoilt,horrible,", gbolo,Nigeria
Kidnapper. , gbomogbomo,Nigeria
Loud explosion, gbosa,Nigeria
1. GSMcellphone, geezm,Nigeria
"""Geh"" means a young female human being. Or generallya female person.
It's the pidgin word for ...", geh,Nigeria
Means Goodluck Ebele Jonathanthe President of the federal republic of Nigeria., gej,Nigeria
This is a Yoruba word for female head wrap. This is a rectangular cloth tied on a woman head for ..., gele,Nigeria
Shortened version of the word *Generator*, gen,Nigeria
excitingon the edge, gen-gen,Nigeria
A dry rock like food made out of grounded pea nut butter. Its popularly knows as kwili kwili, german stone,Nigeria
Gerrium or G-sulphate popularly known as garry is a popular staple in Nigeria., gerrium,Nigeria
1. To own something 2. To be the person of the momentprobably after doing something praise-worthy, get am,Nigeria
Pregnantbig stomach, get belle,Nigeria
To be sassy or boisterous, get mouth,Nigeria
Intelligence, get sense,Nigeria
Get out., gettaway,Nigeria
Ggg, ggu,Nigeria
Large plastic bags used to transport items of interest from one place to another, ghana must go,Nigeria
Give it to me, gi mi,Nigeria
A show of strength and valor, gidiba,Nigeria
To be pumpedpsychedmotivated or excited, ginger,Nigeria
GSM phone. see:geezm, gism,Nigeria
to gossipor have a serious conversation, gist,Nigeria
Give it to him/herretaliate, give am,Nigeria
1) to add volume or to increase the volume of an audio or visual equipment 2) to impregnate, give am belle,Nigeria
bulb, globe,Nigeria
Fleshy part of human anatomy located in the rear part of the mid section below the waste. Commonl..., gnash,Nigeria
An insult implying total dis-concern for the recipient.   , go hug transformer,Nigeria
Start, go now,Nigeria
Traffic, go slow,Nigeria
traffic jam , go-slow,Nigeria
Trouble, gobe,Nigeria
government, goment,Nigeria
it means, gon,Nigeria
completely shaved head., gorimapa,Nigeria
idiotic man , gov dannel,Nigeria
Troublesomeness, gra gra,Nigeria
1. hustling 2. violent, gra-gra,Nigeria
to have muscles. Muscular, grab,Nigeria
something that is confusing in general. Usually means the person doesn\'t even want to hear any m..., grammar,Nigeria
A nigerian slang word meaning to eat excessivelysometimes to the point of depriving others from..., gredge,Nigeria
Agree, gree,Nigeria
"Being stubborn. Derived from the literal translation of the Igbo language phrase  \""Osi onwu\"". A...", gree-die,Nigeria
When one decides to do something which he'd rather not do. , griddai,Nigeria
To calle person for phone., grin grin,Nigeria
Referred to as partyenjoyment, groove,Nigeria
1) Eat 2) Provisions/ Food stuff, grub,Nigeria
believe a lie, guck,Nigeria
Mess up or fuck up., guck.,Nigeria
Hammer, guduma,Nigeria
to be overly attached to somebody (and always needing the physical presence of that person)., gumbodi,Nigeria
genius , guru,Nigeria
A Poser. Someone who believes they got swag., guy man,Nigeria
Nickname, guy name,Nigeria
A slang depicting a person (usually male)that is reputed to be quite cunning. (Can also be writ..., guy-man,Nigeria
a factor of h added into every razz Nigerians sentence., h-factor,Nigeria
A way of saying please abeg, haba,Nigeria
see ABEG. 1. relax for a momentpleaseconsider me 2. can be used to make someone consider of t..., habba,Nigeria
form og greeting when u walk into a room filled with people or a person for instancesign of cou..., hail,Nigeria
To shout at or raise your voice at someone., hala,Nigeria
Househome, haus,Nigeria
Obey iinstructionlisten, hear word,Nigeria
To be afraid or shocked, heart cut,Nigeria
veryvery muchseriousa lot of, heavy,Nigeria
Yfyu, hello,Nigeria
Hey, hh,Nigeria
Here, hia,Nigeria
To drink or smoke any stuff that intoxicates., high,Nigeria
"Another way of saying ""him""
It is used as a second person posessive noun both for male and female.", hin,Nigeria
A usually percieved posher way of living., hiphop,Nigeria
1. To hold something or somebody, hol,Nigeria
see Couple, hold,Nigeria
This is to prevent or endure hunger, hold belle,Nigeria
Traffic jam, hold-up,Nigeria
A term used to mock a self-righteous person., holy ghost koboko,Nigeria
To act in a righteous wayespecially in an overdone way. Self-righteous., holy holy,Nigeria
Locally made Nigerian Films, home video,Nigeria
Homo is the act of when two or more same sex romancing each other or worst., homo,Nigeria
male servant or house keeper, house boy,Nigeria
House keepernanny, house girl,Nigeria
How are you, how bodi,Nigeria
How are you?, how body,Nigeria
how is it, how e be,Nigeria
Whats up with you, how e be u,Nigeria
What's up?, how far,Nigeria
How it is going, how he day be,Nigeria
How are you!, how na,Nigeria
How are you , how u dey ,Nigeria
Just want to know how you are doing, how ur end,Nigeria
How are you doing, how ur side,Nigeria
"a common pidgin greeting. It means ""How are you?"" ""Hope you are fine today?"" ""Hello"" ""Hi"" etc.  ", how you dey,Nigeria
"An informal greeting that loosely translates to \""how are you?\"". May be applied more generally t...", howfa,Nigeria
reading/studying to much, hyper-jack,Nigeria
To wonder over a person's action. , i bow o,Nigeria
I'm fine, i dey,Nigeria
I am in pain, i dey ache,Nigeria
I am afraid, i dey fear,Nigeria
am hungry , i dey h,Nigeria
I'm very well, i dey kampe,Nigeria
I am finished/doomed, i don die,Nigeria
I am going. , i don waka,Nigeria
I can, i fit,Nigeria
I'm perfectly ready for anything, i full ground remain,Nigeria
i will, i go,Nigeria
means \'I\'ll deal with you\' , i go cure your craze,Nigeria
To salute Someone , i greet ,Nigeria
I don fall for u, i love u,Nigeria
I love you Baby, i love you babe,Nigeria
I haven't eaten, i never chop,Nigeria
I Can\'t, i no fit,Nigeria
I dont know or have a clue, i no know,Nigeria
simply means i don\'t know, i no no,Nigeria
I don't know, i no sabi,Nigeria
I don't care, i no send,Nigeria
I\'m sick, i no well,Nigeria
Portable Generator, i pass my neighbour,Nigeria
"An exclamation. Usually sarcastic meaning ""I wish""!", i pray,Nigeria
1. To pee, i wan ease my self,Nigeria
To reject or to rid yourself of. It is often used in reply when someone is forming ajebo. Made po..., i wash,Nigeria
The situation is astounding. I am flabbergasted , i weak,Nigeria
see AIRCON. a more extreme version of the word airconwhich is air conditioner., iacon,Nigeria
Airport, iaport,Nigeria
The capital city of Oyo State, ib,Nigeria
Twins, ibeji,Nigeria
Son of the Soil. Proud to be local and shows it in every way., ibile,Nigeria
Made by IBO boys. Usually refers to fake things, ibo made,Nigeria
Idoma is the language spoken in Benue southNorth-central Nigeria., idoma,Nigeria
Instant Noodle, idomie,Nigeria
If you want to know what is going on in the front ask people that is coming from that direction, if u wan kno wetin d happen fo front ask pple wer comot from dat direction,Nigeria
Another word for yoruba people, igbati igbati association,Nigeria
Igbo is the language spoken by the igbo tribe in Nigeria, igbo,Nigeria
Pornography, igboka,Nigeria
Nigerian weed, igboo,Nigeria
A tribe in Yoruba land and it can also mean someone that is stingy, ijebu,Nigeria
Buttocks, ikebay,Nigeria
Bottom see:yarnsh, ikebe,Nigeria
A short cut. , ikorro,Nigeria
A possessive pronoun used in the place of himhis and her, im,Nigeria
is a popular brand of noodles but it is used for all other brands of noodles, indomie,Nigeria
Innocent was the name of the main character in the scary television series 'Wily wily'when he w..., innocent,Nigeria
to have sex with a lady , insert sim,Nigeria
An igbo soup made from goat head., isi ewu,Nigeria
Italo simply means italy, italo,Nigeria
Like making a shout out to your friends/fans. Mostly used by Naija Musicians., itidere,Nigeria
An abbreviation for I Too Knowwhich is somone who believes he/she has the answers to everything..., itk,Nigeria
False expectation, its coming,Nigeria
Evening, ivinin,Nigeria
used as an insult to call someone mental, iwere,Nigeria
Nickname for local food joints. The word originates from Styl Plus song(Iya Basira). Iya basira j..., iya basira,Nigeria
Mudsomething digusting, iyama,Nigeria
A word from yoruba language which means wife., iyawo,Nigeria
The capital city of Plateau state in central Nigeria. Jos, j-town,Nigeria
Jonny Just Come. A stranger in a place or someone that is new to something, J.J.C,Nigeria
run, ja,Nigeria
work, jab,Nigeria
Availability. To be available., jabrata,Nigeria
study seriously for an exam, jack,Nigeria
1)scattered 2) out of place, jaga jaga,Nigeria
Haphazard, jaga-jaga,Nigeria
jagajaga mean say the tings no balancee mean say tings scatter., jagajaga,Nigeria
Nonsense, jagbajantis,Nigeria
crookfraudulent person, jaguda,Nigeria
Jagwa is a place in market where there is phone mechanic and second hand phone are sold which are..., jagwa,Nigeria
To enjoyparty or have fun, jairation,Nigeria
JAKIN N.G.O. NEWS, jakin n.g.o. news,Nigeria
Invaders i.e people who encroach on the land of others. , jakpa,Nigeria
Rugged activities, jakpas doings,Nigeria
Collidemotor accident, jam,Nigeria
somebody that just got admitted into university., jambite,Nigeria
Freshmen in varsity , jambites,Nigeria
WeedMarijuanaCannabis , jambo,Nigeria
"Overseas,abroad", jan,Nigeria
The united kingdom, jand,Nigeria
Swings in a playground, jangilova,Nigeria
Market in lagosfake products, jankara,Nigeria
adding extraa tip or bonus. Mostly in edible goods but can extend to money, jara,Nigeria
Jara e means escape or remove yourself from trouble , jara e,Nigeria
"Jaeyloaded – latest Nigeria musicvideos ,news and much more

Jaeyloaded.com is a music entert...", jayloaded,Nigeria
1. Nonsense 2. Trick, jazz,Nigeria
1.Gentle 2. Polite 3. upstanding indivigual, jeje,Nigeria
doing things Gentlypolitely, jejeli,Nigeria
jealousy, jelorsi,Nigeria
He\'s the son of God, jesus,Nigeria
A prison yard, jette,Nigeria
also jeepor jiip. Any type of Sport Utility Vehicle. (regardless of make or model), jip,Nigeria
Car, jive,Nigeria
slang meaning Johhny just come. Used to describe someone that is new or novice to a place or situ..., jjc,Nigeria
New comerNovice, jjd,Nigeria
The is the yoruba word for please, jo,Nigeria
To dupetrick, jobb,Nigeria
 To get Drunkintoxicated , jogo ,Nigeria
the act of smoking ganja or Indian Hemp, jogodo,Nigeria
Another name for penis, johnthomas,Nigeria
People that like to enjoy life, jolimenters,Nigeria
Merriment. To enjoy one's self., jollifikatt,Nigeria
jollof rice. this is a popular way of preparing ricewith tomato pastecrayfishpeppersalt..., jollof,Nigeria
To act stupidly or under the influence of alcohol or drugs., jonesing,Nigeria
It refers to been broke, jonz,Nigeria
To be confused to be unserious, jonze,Nigeria
Please. usually used in a rude way , jor,Nigeria
Pleasesaid in a  way that is meant to offend someone. Most people say it when someone diss anot..., jorr,Nigeria
Short for Junior, jubbo,Nigeria
Black magicor the use of evil powers to accomplish something, juju,Nigeria
A term of endearment .......cute and can be used on anyone, jujupoyoyo,Nigeria
1. trouser or shorts that are to small for the wearer, jump up,Nigeria
A person hopelessly addicted to a controlled substance., junky,Nigeria
Knock-kneed., k-leg,Nigeria
The act of praying, kabash,Nigeria
Unofficial taxi, kabu kabu,Nigeria
Dress well, kack,Nigeria
Exclamation see: chey, kai,Nigeria
Homemade gin, kai-kai,Nigeria
kind (of), kain,Nigeria
KAITA(Noun/Verb): A man who single handedly hinder the hope of his country for reason best known ..., kaita,Nigeria
to defecatepoop, kaka,Nigeria
very firmstiff or unshakable , kakaraka,Nigeria
Talkativeness , kaku,Nigeria
it means gun, kala,Nigeria
Indian hemp wrapped in paper instead of a rizler. , kalaku,Nigeria
A word for money, kaluba,Nigeria
Something that is stronghard and durable. , kampe,Nigeria
StrongSufficient, kampke,Nigeria
Animal skin often roasted and cooked as food.often savoured with palm wine. , kanda,Nigeria
ACEEYA , kande ke baya,Nigeria
Bottle covercock for fizzy drinks like cokepepsifanta or alcoholic drinks like beer, kanta,Nigeria
a person who acts very local, kaone,Nigeria
die or decease, kaput,Nigeria
Very Stubborn Child, karanbani,Nigeria
Wolf , karen daji,Nigeria
Big trouble , kasala,Nigeria
Kasuwan dare-:- This is an Hausa word which means 'Night market'. It's a market that operate from..., kasuwan dare,Nigeria
mucusfrom someone\'s nose, kata,Nigeria
troublehustlingsituational unrest, kata kata,Nigeria
To cause commotion, kata-kata,Nigeria
problem or trouble, katakata,Nigeria
runawayleave quicklyhastily, kawa,Nigeria
to leave a place quickly, kawasaki,Nigeria
tricycle, keke,Nigeria
commercial tricycle used widely in cities, keke napep,Nigeria
small small, kele kele,Nigeria
abuse, keli,Nigeria
Girl , kep,Nigeria
Ashawo way dey share body anyhow, kezaya,Nigeria
Kwanan gida bagbags that ladies of the night carry., kgb,Nigeria
1. Things are getting very tough.  2. Threat to someone telling him that - More trouble than barg..., khaki no bi leather,Nigeria
School, kians,Nigeria
a youruba slang meaning what is happening., kilonshele,Nigeria
Yoruba word for 'what?' OR 'what is?', kini,Nigeria
This is a small shed made of wood where some groceries and condiments are sold, kiosk,Nigeria
A small wire fence usually placed to hold cattle, kipolu,Nigeria
Klaasi decent is a fast raising upcoming musical artist he is a singer., klasi decentz,Nigeria
Act of sex, knacking,Nigeria
knee-length (or shorter) trousers. also called \'short knicker\', knicker,Nigeria
Popular fireworks, knockout,Nigeria
1. Cell phone see:090, knot nine knot,Nigeria
expression disagreement to what someone is doing.  , ko gbadun,Nigeria
1. Cane, koboko,Nigeria
word used to describe love potion usually ingested as solid or liquid food, kognomi,Nigeria
penis, koko,Nigeria
Unbrushed hair , koko waves,Nigeria
Refers to a female partnermostly of a sexual nature, kokolette,Nigeria
This refers to insect., kokoro,Nigeria
1. Madcrazy 2.Unbelivable, kolo,Nigeria
"Also see ""Colobi"".

1. To take charge or control of a place or a situation.
2. To successfully...", kolobi,Nigeria
glutton, kolokolo,Nigeria
To woe a kill, kolombi,Nigeria
This is a container usually made of tin. This kind of container can be found in the packaging of ..., kom kom,Nigeria
1. Use before verb to signify what has happened or will happen in future, kon,Nigeria
this means country in english, kon3,Nigeria
High libidosexually aroused etc , konji,Nigeria
using the knuckles to hit someone on the head., konk,Nigeria
It mean country in english. It also called kon3, kontri,Nigeria
It simply Means: Calm Down!!! TAke it Easy!, kool tempa,Nigeria
see kro-kro., koro-koro,Nigeria
This means face to face or eyes contact., korokoro,Nigeria
Corner or tight position. Not a pleasant one, koror,Nigeria
No wahala , kosi werey ,Nigeria
A Police or uniformed officer, koti,Nigeria
"To explain or expand on something. A play on the English word\""expatiate\"". Kowa meansto tell...", kowatiate,Nigeria
1. Give up the ghost 2. To die, kpafuka,Nigeria
1. to die 2. to tire to the point of death, kpai,Nigeria
A slang used to lay emphasis., kpakam,Nigeria
"from hausa meaning \""wood\"". informal: vain; fool; useless; dead.", kpako,Nigeria
Immediately , kpakrikpa,Nigeria
Trouble or problem, kpalaba,Nigeria
see Banny, kpalas,Nigeria
Passport or certificates of some sort. also pali, kpali,Nigeria
To have sex or make love , kpanch,Nigeria
Spoiltinferior, kpanda,Nigeria
(also know as pangolo), kpangolo ,Nigeria
(Spoken informal) To have sex., kpans,Nigeria
Sexsexual intercourse, kpansh,Nigeria
An idiota fool or stupid person., kpas,Nigeria
nonsense: An adjective used to explain when someone is not making sense, kpash,Nigeria
"Abero slang for ""Underwear""", kpata,Nigeria
completely or totally. also pata pata, kpata kpata,Nigeria
1. In conclusion.  2. Worst case senario, kpatakpata,Nigeria
yoruba name for fried unripe plantain. this is a snack. in lagos it is sold mostly by roadside ve..., kpekere,Nigeria
a vagina but depending on how it is used it could mean sex (vulgar) , kpekus,Nigeria
It means to die, kpeme,Nigeria
Used to refer to witches , kpians,Nigeria
Kpomo means 'cow skin', kpomo,Nigeria
To calm down. To relax. Especially when one is agitated., kpon kpi,Nigeria
Die., kpoof.,Nigeria
Word for anything that is fabulous or good ., kpor,Nigeria
A force man, kpor-kpor,Nigeria
"It is used as a verb to mean \'to take it easy with\' or \'to mellow,\'to agree\'", kpro,Nigeria
Shoot, kpuf,Nigeria
a female Virginiapussy spoken around the edo and delta area., kpuvie,Nigeria
Crazy, kri,Nigeria
rash, kro-kro,Nigeria
Skin infection, krokro,Nigeria
To be startled or frightened, kuja,Nigeria
A calabar dance by iyanya, kukere,Nigeria
as wellat oncealready , kukuma,Nigeria
Snack made from ground peanuts. (Origin: Hausa), kulikuli,Nigeria
to act shadyto walk in a seductive manner, kurukere,Nigeria
Sleep, kuruley,Nigeria
Leprosy , kuturu,Nigeria
money or legal tender, kuza,Nigeria
Problemget into trouble, kwanta,Nigeria
to mess up or do something wrong, kwapsi,Nigeria
a severe form of malnutrition characterized by edema and an enlarged liver caused by sufficient c..., kwashiorkor,Nigeria
"A form of greeting meaning "" how are things"".", kway,Nigeria
See german stone, kwili kwili,Nigeria
Never or not in a million years, lai lai,Nigeria
Never ever, lai lai to lai lai,Nigeria
Yoruba word for NEVER!, lailai,Nigeria
Denyrefuse, lakpa,Nigeria
Someone that misbehaves, lamba juana,Nigeria
Girl no de give me lamba, lamba mean lies,Nigeria
To have sex with someone., lamushuan,Nigeria
To hit or to arrive, land,Nigeria
Carry someone on your lap during a car ride, lap,Nigeria
alternative name for the city Lagos, las gidis,Nigeria
Lasgidi or gidi means lagosthe former captal of Nigeria., lasgidi,Nigeria
to use a newly bought product for the for the first time., launch,Nigeria
someone that is inexperienced or clueless, learner,Nigeria
It means having a big mouth or big lips, lebe,Nigeria
Means to deceive or pull one over someone.   It originates from the technic where a soccer player..., leg over,Nigeria
a novice, legbere,Nigeria
Derived from Mercedes Benz. This denotes someone without a car and who walks everywhere., legedis benz,Nigeria
Someone who walks everywhere because they don\'t own a car, legedisbenz,Nigeria
1 (Warri Slang) It can mean lets go or lets start.. Or even in extreme case death., leggo,Nigeria
Means To leave or to allow, lego,Nigeria
Someone who walks everywhere because they don't own a car, legxus,Nigeria
Shoe., legz,Nigeria
an all white bird called cattle egret, leke leke,Nigeria
A thin/slider person, lekpa,Nigeria
very slander person , lekpa shandy,Nigeria
verb: To eat Noun: Food, lem,Nigeria
To eat., lem.,Nigeria
Skinny bony person, lepa,Nigeria
very slander person, lepka shandy,Nigeria
This is when someone berely passes and exam, let my people go,Nigeria
Status in society or within a group of friends., levels,Nigeria
a liar, lie lie,Nigeria
1. At allnot a chanceimpossible, life,Nigeria
Life or whatever situation being dealt with at the time is not fair or even., life no balance,Nigeria
Elevator or Escalator, lift,Nigeria
electrical power - usually coming from NEPA (see NEPA) or the PHC., light,Nigeria
Before you knew it, like play like play,Nigeria
Courageaudacity: \'to have liver\' means to be braveoften in a foolhardy way., liver,Nigeria
Fraud that originates and terminates in Nigeria, local,Nigeria
school desk with shelvesusually with an opening to keep books in., locker,Nigeria
Uninformednot well traveled, lockito,Nigeria
somebody who is not sophisticated or rash. this comes from the word LOCAL - somebody who has not ..., loki,Nigeria
pity, lol,Nigeria
Funny, lolz,Nigeria
well connected, long leg,Nigeria
1. empty promises2. story3.long story, long thing,Nigeria
greed eater. always want to eat when others are eating, long throat,Nigeria
greedyunsatisfied person, longa throat,Nigeria
MEANSWHEN SOMEONE DOESN\'T CARE ABOUT HIS LIFE, look for ur own life,Nigeria
to be looking at someone or something for a long time., looku looku,Nigeria
To have a strong afeection or tender deep for somebody or something, love,Nigeria
Love you, love you,Nigeria
"a facebook abbreviation for \""laugh wan kill me die\""..used when something is very funny and you ...", lwkmd,Nigeria
mother PRONOUNCED: Mah-ler, ma le,Nigeria
a sacarstic or rude way of not answering a question. continue asking, ma pin,Nigeria
Used to describe a person who can’t chest or dances at the whip of the cane., maara ,Nigeria
to slap someone, maari,Nigeria
1. step ontrample upon, mach,Nigeria
to step on something or someone. satan don fall for gutter ohh macham macham, macham,Nigeria
Something expensive or impressive , machin,Nigeria
motor cycle see: okada, machine,Nigeria
literally a brand name for a particular toothpaste but used 2 describe all kinds of toothpastes, maclean,Nigeria
A Nigerian slang describing when something is really cool. It is also an expression of surprise. ..., mad ooo,Nigeria
really messed up , maga,Nigeria
The mark in a con, maga (419),Nigeria
The white-collar job and office work isn\'t for everyone., maga no need pay,Nigeria
brand of spice/seasoning popular in Nigeria, maggi,Nigeria
This is word means trickery. When someone is not acting straight forward., mago mago,Nigeria
To stay calm, maintain,Nigeria
To harassintimidatecow someone down or put fear in some one, maja,Nigeria
Let. Used to signify that you are going to do something., make,Nigeria
to wink at someone, make eye,Nigeria
1:shut up 2:keep quiet, make i hear word,Nigeria
Boast, make mouth,Nigeria
Used for something that has value, make sense,Nigeria
Let us, make we,Nigeria
Do not bring your problems over to my area and spoil my joy--sort of, makossa,Nigeria
It means abnormal, mal,Nigeria
it means teacher, malan,Nigeria
someetimes means an hausa person or a muslim, mallam,Nigeria
mummy, malle,Nigeria
a derogatory term sometimes used to refer to a Hausa man., malo,Nigeria
cow, malu,Nigeria
Mama na another name for mothers, mama,Nigeria
Local restaurant often found on the street corners. They are cheaper than proper restaurants., mama put,Nigeria
1. roadside restaurant, mamaput,Nigeria
Pronounced: MAMI WATA.....Spirits of the Water...Like a Mermaid. At most times they\'re females., mami water,Nigeria
to hit or beat something or someone, mammar,Nigeria
A mermaid....she is considered evil bcos she lures men into the sea or river and makes them her l..., mammy water,Nigeria
Son of man, man pikin,Nigeria
to feel horny, manchester,Nigeria
A guy, manchi,Nigeria
to get drunk/intoxicated on drugs or alchohol, manya,Nigeria
Mara can be used to depict madness., mara,Nigeria
Used to refer to a mother, marle,Nigeria
To dress very covered or modestly without show any kind of body shape or curves., mary amaka,Nigeria
To misbehave., maskaform,Nigeria
matter, mata,Nigeria
To have a one night stand, match banga,Nigeria
Social classpeople on the same level, mate,Nigeria
In a state of Drunkenness, matrix,Nigeria
Originally a spanish word. But means the victim of a fraud., maye,Nigeria
"Adverb: to do something quickly or rapidly

Can be used as an exclamation like ""¡Rapido!"" in Sp...", maza maza,Nigeria
saladforeign cuisine, mede mede,Nigeria
An abbreviation for medicinewhich could also mean charm., medi,Nigeria
Security officer. usually a watches and opens the gate of a house, megaurd,Nigeria
Make, mek,Nigeria
to calm downor take it easy, mellow,Nigeria
"a coded word used instead of mentioning a place,person's name or thing", memmeth,Nigeria
The person is crazyThe word comes from someone is mentally unstable., mental,Nigeria
To escapedisappearto leave in a haste, meow,Nigeria
mallams (hausa/northern men) who sell water in jerrycans. they are a common sight in lagosparti..., meruwa,Nigeria
Messing up and not behaving as expected, mescagizing,Nigeria
to fart or pollute the air, mess,Nigeria
an unrefined girl especially from the eastern part of Nigeria, mgbeke,Nigeria
King part, mimi,Nigeria
1. Soft drinks, mineral,Nigeria
Soft drinks packaged in 35cl glass bottles., minerals,Nigeria
to talk rubbishtrash or wrong thing, misyarn,Nigeria
To get drunk, mo-ed,Nigeria
Casual wear. Usually used when students in uniform are allowed to wear clothes of their choice. T..., mofty,Nigeria
"Translate to as ""my""", moi,Nigeria
Bean Cake, moi-moi,Nigeria
see DANFO. This is a beat up busmost known to be in Lagos. These buses are usually in very bad ..., molue,Nigeria
mother, momsi,Nigeria
narrow football goal post, monkey post,Nigeria
refers to a car, mooto,Nigeria
mobile police, mopo,Nigeria
A clean shaved head or hair cut., moro moro,Nigeria
My love, motigbana,Nigeria
Cars in a bad shape are often referred  moto., moto,Nigeria
motor cycle see: machineokada, motor bike,Nigeria
stealgo, move,Nigeria
Lets go, movement,Nigeria
It is used to tell someone to get out of one\'s sight..., mozz,Nigeria
"Mr laazis is a gospel singer,rapper and songwriter.he owns Mr laazis music (MLM)", mr laazis biography,Nigeria
a popular sigh of disapproval in Nigeria(maybe West Africa). The sound can be heard when one st..., mtcheew,Nigeria
Used to show lack of concernrespectand also to show angerhatredand jealousy. It is often ..., mtchew,Nigeria
A fool, mugu,Nigeria
Foolish person. Or a victim of scammer., mugun,Nigeria
1. A huge penis, mullah,Nigeria
mumsi, mumsi,Nigeria
Used mostly to refer to one's own mother, mumsy,Nigeria
Fool (Also see Ode), mumu,Nigeria
A very stupid person, mumuni,Nigeria
Foolish person. Or a victim of scammer. , musu,Nigeria
a rich kid who attempts to throw his life away for silly (extreme) reasons...can be used as an ad..., mutallab,Nigeria
Used when one dose not have money, my period,Nigeria
Used to describe something that is not easy, na beanz,Nigeria
See we guys no get time for woman or girlfriends na money we dey fine so if we get money na dem t..., na dem dey rush us,Nigeria
To be utterly useless, na die i dey,Nigeria
Rebuff to someone being unduly aggressive., na fight?,Nigeria
1.God is responsible  , na god,Nigeria
It means that's it , na it,Nigeria
IT IS SO APPROVAL OF SOMETHING , na so,Nigeria
Used when you are referring to person who did the same nonsense another person did., na so you take craze join,Nigeria
The Obvious thing. Not the first time. , na today,Nigeria
An expression of supriseDamn., na wa,Nigeria
Its surprising or am surprise, na wa o,Nigeria
Refers to those that ajepako dat start to form ajebo. People usually say it as a snide remark in ..., na wash,Nigeria
What is it this time, na wetin?,Nigeria
Cannot be true. Lie, na yam,Nigeria
You\'re the man, na you biko,Nigeria
Your the man, na you o,Nigeria
1. A subtle way of saying 'I don't care what you think' , na you sabi,Nigeria
"To hit,slam or to make love to", nack,Nigeria
Nothing, nada,Nigeria
Slang name for Nigeria, naija,Nigeria
1. Tell 2.Hit 3.Eat 4.What someone is wearing, nak,Nigeria
that's right (can be used as an exclamation or a reply to something or a statement you feel is right, naso,Nigeria
No sweatno problem, natin spoil,Nigeria
adding emphasis to a statement, naw,Nigeria
You have just blown my mind, nawa for you,Nigeria
An exclamation of anger. Usually used in the case of disappointment., nawa oo!,Nigeria
a phrase of Ibo origin meaning 'Yoruba people' or Yorubas , ndi yoruba,Nigeria
Officially the National Electric Power Electric Power Authoritypresence of electricity, nepa,Nigeria
Corruption, nepotizm,Nigeria
A person who spreads wrong news, newscaster,Nigeria
This is a slang used by All Progressive Congress (APC) in 2019 campaign rallies., next level,Nigeria
The day after tomorrow, next tomorrow,Nigeria
No Future Ambition - A jobless person, nfa,Nigeria
Local girl or village girl (igbo origin), ngbeke,Nigeria
This refer to penis. It is also called anacondaworking stickBazuka., ngbere,Nigeria
A man who subjects his life to committing petty crimesuch as theft., nig,Nigeria
Mean way of sayin black person, niga,Nigeria
Power bike, ninja bike,Nigeria
wat about...or how about..., nko,Nigeria
An Igbo originated word meaning Man., nna,Nigeria
1. Astounding  , no be small thing,Nigeria
Its not easy, no be small thing o,Nigeria
Not like that, no be so,Nigeria
is it not?, no bi?,Nigeria
1. Gotta be smart.  , no dull yoursef,Nigeria
Don\'t deceive yourself, no dulling,Nigeria
Stay away from trouble. (used in the south south region of Nigeria when saying goodbye), no fight,Nigeria
Where there is no problem or trouble., no lele,Nigeria
No beating around the bush, no long tin,Nigeria
Not enough (usually referring to money), no reach,Nigeria
No problem, no shaking,Nigeria
don't me mad/ don't be angry, no vex,Nigeria
this basically meansno problem, no wahala,Nigeria
Name of Nigerian movie industry, nollywood,Nigeria
On point!, noni,Nigeria
"It means to party or hang out alone or with friends,family e tc", nonilizin,Nigeria
